"BehaviorSpace results (NetLogo 6.0.1)"
"Diffusion-chrizbo.nlogo"
"social-influence-experiment"
"07/23/2017 13:43:07:963 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-agents","network","social-influence","broadcast-influence","[step]","count turtles with [ adopted? ]","count regulars with [ adopted? ]","count influentials with [ adopted? ]"
"8","100","""random""","0.1","0.05","66","99","89","10"
"10","100","""random""","0.1","0.05","38","98","89","9"
"10","100","""random""","0.1","0.05","39","98","89","9"
"8","100","""random""","0.1","0.05","67","99","89","10"
"11","100","""random""","0.2","0.05","8","39","37","2"
"10","100","""random""","0.1","0.05","40","98","89","9"
"9","100","""random""","0.1","0.05","24","81","73","8"
"8","100","""random""","0.1","0.05","68","99","89","10"
"8","100","""random""","0.1","0.05","69","99","89","10"
"9","100","""random""","0.1","0.05","25","82","74","8"
"10","100","""random""","0.1","0.05","41","98","89","9"
"10","100","""random""","0.1","0.05","42","98","89","9"
"8","100","""random""","0.1","0.05","70","99","89","10"
"10","100","""random""","0.1","0.05","43","98","89","9"
"11","100","""random""","0.2","0.05","9","46","44","2"
"8","100","""random""","0.1","0.05","71","99","89","10"
"9","100","""random""","0.1","0.05","26","83","75","8"
"8","100","""random""","0.1","0.05","72","99","89","10"
"10","100","""random""","0.1","0.05","44","100","90","10"
"11","100","""random""","0.2","0.05","10","55","52","3"
"8","100","""random""","0.1","0.05","73","99","89","10"
"9","100","""random""","0.1","0.05","27","83","75","8"
"8","100","""random""","0.1","0.05","74","100","90","10"
"9","100","""random""","0.1","0.05","28","84","76","8"
"11","100","""random""","0.2","0.05","11","59","56","3"
"9","100","""random""","0.1","0.05","29","88","80","8"
"9","100","""random""","0.1","0.05","30","89","80","9"
"9","100","""random""","0.1","0.05","31","90","81","9"
"9","100","""random""","0.1","0.05","32","90","81","9"
"9","100","""random""","0.1","0.05","33","92","83","9"
"9","100","""random""","0.1","0.05","34","93","84","9"
"11","100","""random""","0.2","0.05","12","64","61","3"
"9","100","""random""","0.1","0.05","35","94","85","9"
"9","100","""random""","0.1","0.05","36","95","86","9"
"9","100","""random""","0.1","0.05","37","95","86","9"
"9","100","""random""","0.1","0.05","38","95","86","9"
"9","100","""random""","0.1","0.05","39","95","86","9"
"9","100","""random""","0.1","0.05","40","95","86","9"
"9","100","""random""","0.1","0.05","41","96","87","9"
"9","100","""random""","0.1","0.05","42","96","87","9"
"9","100","""random""","0.1","0.05","43","96","87","9"
"9","100","""random""","0.1","0.05","44","96","87","9"
"9","100","""random""","0.1","0.05","45","96","87","9"
"9","100","""random""","0.1","0.05","46","96","87","9"
"9","100","""random""","0.1","0.05","47","97","88","9"
"9","100","""random""","0.1","0.05","48","97","88","9"
"11","100","""random""","0.2","0.05","13","68","64","4"
"9","100","""random""","0.1","0.05","49","97","88","9"
"9","100","""random""","0.1","0.05","50","97","88","9"
"9","100","""random""","0.1","0.05","51","97","88","9"
"11","100","""random""","0.2","0.05","14","72","67","5"
"9","100","""random""","0.1","0.05","52","98","89","9"
"9","100","""random""","0.1","0.05","53","98","89","9"
"9","100","""random""","0.1","0.05","54","98","89","9"
"11","100","""random""","0.2","0.05","15","74","69","5"
"9","100","""random""","0.1","0.05","55","98","89","9"
"9","100","""random""","0.1","0.05","56","98","89","9"
"11","100","""random""","0.2","0.05","16","76","70","6"
"9","100","""random""","0.1","0.05","57","98","89","9"
"9","100","""random""","0.1","0.05","58","98","89","9"
"11","100","""random""","0.2","0.05","17","79","73","6"
"9","100","""random""","0.1","0.05","59","98","89","9"
"9","100","""random""","0.1","0.05","60","98","89","9"
"11","100","""random""","0.2","0.05","18","80","74","6"
"9","100","""random""","0.1","0.05","61","98","89","9"
"9","100","""random""","0.1","0.05","62","98","89","9"
"11","100","""random""","0.2","0.05","19","84","78","6"
"9","100","""random""","0.1","0.05","63","98","89","9"
"9","100","""random""","0.1","0.05","64","98","89","9"
"11","100","""random""","0.2","0.05","20","87","81","6"
"9","100","""random""","0.1","0.05","65","99","89","10"
"9","100","""random""","0.1","0.05","66","99","89","10"
"11","100","""random""","0.2","0.05","21","89","82","7"
"9","100","""random""","0.1","0.05","67","99","89","10"
"9","100","""random""","0.1","0.05","68","99","89","10"
"11","100","""random""","0.2","0.05","22","91","84","7"
"9","100","""random""","0.1","0.05","69","99","89","10"
"11","100","""random""","0.2","0.05","23","91","84","7"
"9","100","""random""","0.1","0.05","70","99","89","10"
"11","100","""random""","0.2","0.05","24","92","85","7"
"9","100","""random""","0.1","0.05","71","99","89","10"
"9","100","""random""","0.1","0.05","72","100","90","10"
"11","100","""random""","0.2","0.05","25","92","85","7"
"12","100","""random""","0.2","0.05","0","0","0","0"
"12","100","""random""","0.2","0.05","1","10","9","1"
"12","100","""random""","0.2","0.05","2","10","9","1"
"13","100","""random""","0.2","0.05","0","0","0","0"
"13","100","""random""","0.2","0.05","1","2","2","0"
"11","100","""random""","0.2","0.05","26","92","85","7"
"13","100","""random""","0.2","0.05","2","8","8","0"
"13","100","""random""","0.2","0.05","3","15","14","1"
"11","100","""random""","0.2","0.05","27","92","85","7"
"11","100","""random""","0.2","0.05","28","93","86","7"
"11","100","""random""","0.2","0.05","29","93","86","7"
"11","100","""random""","0.2","0.05","30","93","86","7"
"13","100","""random""","0.2","0.05","4","26","24","2"
"11","100","""random""","0.2","0.05","31","93","86","7"
"11","100","""random""","0.2","0.05","32","94","87","7"
"13","100","""random""","0.2","0.05","5","34","32","2"
"11","100","""random""","0.2","0.05","33","95","88","7"
"13","100","""random""","0.2","0.05","6","42","39","3"
"11","100","""random""","0.2","0.05","34","96","88","8"
"11","100","""random""","0.2","0.05","35","96","88","8"
"11","100","""random""","0.2","0.05","36","96","88","8"
"13","100","""random""","0.2","0.05","7","53","48","5"
"12","100","""random""","0.2","0.05","3","15","12","3"
"11","100","""random""","0.2","0.05","37","96","88","8"
"11","100","""random""","0.2","0.05","38","97","89","8"
"11","100","""random""","0.2","0.05","39","97","89","8"
"11","100","""random""","0.2","0.05","40","97","89","8"
"11","100","""random""","0.2","0.05","41","97","89","8"
"11","100","""random""","0.2","0.05","42","97","89","8"
"11","100","""random""","0.2","0.05","43","97","89","8"
"13","100","""random""","0.2","0.05","8","66","59","7"
"13","100","""random""","0.2","0.05","9","73","66","7"
"12","100","""random""","0.2","0.05","4","19","16","3"
"14","100","""random""","0.2","0.05","0","0","0","0"
"11","100","""random""","0.2","0.05","44","98","89","9"
"11","100","""random""","0.2","0.05","45","98","89","9"
"13","100","""random""","0.2","0.05","10","76","68","8"
"11","100","""random""","0.2","0.05","46","99","90","9"
"11","100","""random""","0.2","0.05","47","99","90","9"
"13","100","""random""","0.2","0.05","11","78","70","8"
"11","100","""random""","0.2","0.05","48","99","90","9"
"11","100","""random""","0.2","0.05","49","99","90","9"
"11","100","""random""","0.2","0.05","50","99","90","9"
"13","100","""random""","0.2","0.05","12","81","73","8"
"11","100","""random""","0.2","0.05","51","99","90","9"
"11","100","""random""","0.2","0.05","52","99","90","9"
"13","100","""random""","0.2","0.05","13","82","74","8"
"11","100","""random""","0.2","0.05","53","99","90","9"
"12","100","""random""","0.2","0.05","5","27","22","5"
"11","100","""random""","0.2","0.05","54","99","90","9"
"13","100","""random""","0.2","0.05","14","85","77","8"
"11","100","""random""","0.2","0.05","55","99","90","9"
"11","100","""random""","0.2","0.05","56","99","90","9"
"13","100","""random""","0.2","0.05","15","86","78","8"
"11","100","""random""","0.2","0.05","57","100","90","10"
"14","100","""random""","0.2","0.05","1","9","6","3"
"13","100","""random""","0.2","0.05","16","86","78","8"
"12","100","""random""","0.2","0.05","6","35","30","5"
"13","100","""random""","0.2","0.05","17","88","80","8"
"13","100","""random""","0.2","0.05","18","88","80","8"
"13","100","""random""","0.2","0.05","19","92","84","8"
"13","100","""random""","0.2","0.05","20","92","84","8"
"14","100","""random""","0.2","0.05","2","15","12","3"
"12","100","""random""","0.2","0.05","7","41","36","5"
"13","100","""random""","0.2","0.05","21","92","84","8"
"13","100","""random""","0.2","0.05","22","94","86","8"
"13","100","""random""","0.2","0.05","23","94","86","8"
"12","100","""random""","0.2","0.05","8","48","42","6"
"13","100","""random""","0.2","0.05","24","94","86","8"
"13","100","""random""","0.2","0.05","25","94","86","8"
"12","100","""random""","0.2","0.05","9","49","43","6"
"13","100","""random""","0.2","0.05","26","94","86","8"
"13","100","""random""","0.2","0.05","27","95","87","8"
"12","100","""random""","0.2","0.05","10","50","44","6"
"13","100","""random""","0.2","0.05","28","95","87","8"
"13","100","""random""","0.2","0.05","29","96","88","8"
"12","100","""random""","0.2","0.05","11","57","50","7"
"13","100","""random""","0.2","0.05","30","96","88","8"
"13","100","""random""","0.2","0.05","31","96","88","8"
"12","100","""random""","0.2","0.05","12","61","54","7"
"12","100","""random""","0.2","0.05","13","64","57","7"
"13","100","""random""","0.2","0.05","32","97","89","8"
"15","100","""random""","0.2","0.05","0","0","0","0"
"13","100","""random""","0.2","0.05","33","97","89","8"
"12","100","""random""","0.2","0.05","14","68","61","7"
"13","100","""random""","0.2","0.05","34","97","89","8"
"12","100","""random""","0.2","0.05","15","70","63","7"
"13","100","""random""","0.2","0.05","35","97","89","8"
"13","100","""random""","0.2","0.05","36","98","89","9"
"12","100","""random""","0.2","0.05","16","77","69","8"
"13","100","""random""","0.2","0.05","37","98","89","9"
"13","100","""random""","0.2","0.05","38","98","89","9"
"12","100","""random""","0.2","0.05","17","79","71","8"
"15","100","""random""","0.2","0.05","1","8","7","1"
"13","100","""random""","0.2","0.05","39","98","89","9"
"14","100","""random""","0.2","0.05","3","20","17","3"
"14","100","""random""","0.2","0.05","4","28","24","4"
"14","100","""random""","0.2","0.05","5","40","35","5"
"12","100","""random""","0.2","0.05","18","82","74","8"
"15","100","""random""","0.2","0.05","2","12","11","1"
"14","100","""random""","0.2","0.05","6","49","43","6"
"12","100","""random""","0.2","0.05","19","83","75","8"
"14","100","""random""","0.2","0.05","7","56","49","7"
"12","100","""random""","0.2","0.05","20","85","77","8"
"14","100","""random""","0.2","0.05","8","59","52","7"
"12","100","""random""","0.2","0.05","21","87","79","8"
"14","100","""random""","0.2","0.05","9","67","58","9"
"12","100","""random""","0.2","0.05","22","91","82","9"
"14","100","""random""","0.2","0.05","10","70","61","9"
"12","100","""random""","0.2","0.05","23","92","83","9"
"14","100","""random""","0.2","0.05","11","74","65","9"
"12","100","""random""","0.2","0.05","24","93","84","9"
"12","100","""random""","0.2","0.05","25","93","84","9"
"14","100","""random""","0.2","0.05","12","77","68","9"
"12","100","""random""","0.2","0.05","26","94","85","9"
"14","100","""random""","0.2","0.05","13","78","69","9"
"12","100","""random""","0.2","0.05","27","94","85","9"
"12","100","""random""","0.2","0.05","28","94","85","9"
"14","100","""random""","0.2","0.05","14","81","72","9"
"12","100","""random""","0.2","0.05","29","95","86","9"
"14","100","""random""","0.2","0.05","15","83","74","9"
"12","100","""random""","0.2","0.05","30","95","86","9"
"14","100","""random""","0.2","0.05","16","85","76","9"
"12","100","""random""","0.2","0.05","31","95","86","9"
"15","100","""random""","0.2","0.05","3","21","20","1"
"14","100","""random""","0.2","0.05","17","87","78","9"
"13","100","""random""","0.2","0.05","40","98","89","9"
"12","100","""random""","0.2","0.05","32","95","86","9"
"14","100","""random""","0.2","0.05","18","89","80","9"
"12","100","""random""","0.2","0.05","33","95","86","9"
"14","100","""random""","0.2","0.05","19","91","82","9"
"12","100","""random""","0.2","0.05","34","95","86","9"
"14","100","""random""","0.2","0.05","20","92","83","9"
"14","100","""random""","0.2","0.05","21","92","83","9"
"12","100","""random""","0.2","0.05","35","95","86","9"
"14","100","""random""","0.2","0.05","22","92","83","9"
"12","100","""random""","0.2","0.05","36","96","87","9"
"14","100","""random""","0.2","0.05","23","93","84","9"
"12","100","""random""","0.2","0.05","37","96","87","9"
"14","100","""random""","0.2","0.05","24","96","87","9"
"14","100","""random""","0.2","0.05","25","97","88","9"
"12","100","""random""","0.2","0.05","38","97","88","9"
"14","100","""random""","0.2","0.05","26","97","88","9"
"12","100","""random""","0.2","0.05","39","97","88","9"
"14","100","""random""","0.2","0.05","27","97","88","9"
"12","100","""random""","0.2","0.05","40","97","88","9"
"14","100","""random""","0.2","0.05","28","97","88","9"
"12","100","""random""","0.2","0.05","41","97","88","9"
"14","100","""random""","0.2","0.05","29","97","88","9"
"15","100","""random""","0.2","0.05","4","22","21","1"
"14","100","""random""","0.2","0.05","30","97","88","9"
"14","100","""random""","0.2","0.05","31","97","88","9"
"14","100","""random""","0.2","0.05","32","98","89","9"
"14","100","""random""","0.2","0.05","33","98","89","9"
"15","100","""random""","0.2","0.05","5","32","30","2"
"14","100","""random""","0.2","0.05","34","99","89","10"
"14","100","""random""","0.2","0.05","35","99","89","10"
"14","100","""random""","0.2","0.05","36","100","90","10"
"12","100","""random""","0.2","0.05","42","98","89","9"
"15","100","""random""","0.2","0.05","6","34","32","2"
"12","100","""random""","0.2","0.05","43","98","89","9"
"12","100","""random""","0.2","0.05","44","98","89","9"
"12","100","""random""","0.2","0.05","45","98","89","9"
"12","100","""random""","0.2","0.05","46","98","89","9"
"12","100","""random""","0.2","0.05","47","98","89","9"
"12","100","""random""","0.2","0.05","48","98","89","9"
"12","100","""random""","0.2","0.05","49","98","89","9"
"12","100","""random""","0.2","0.05","50","98","89","9"
"12","100","""random""","0.2","0.05","51","98","89","9"
"12","100","""random""","0.2","0.05","52","98","89","9"
"13","100","""random""","0.2","0.05","41","98","89","9"
"15","100","""random""","0.2","0.05","7","41","38","3"
"12","100","""random""","0.2","0.05","53","99","90","9"
"12","100","""random""","0.2","0.05","54","99","90","9"
"12","100","""random""","0.2","0.05","55","99","90","9"
"12","100","""random""","0.2","0.05","56","99","90","9"
"13","100","""random""","0.2","0.05","42","98","89","9"
"15","100","""random""","0.2","0.05","8","49","45","4"
"12","100","""random""","0.2","0.05","57","99","90","9"
"12","100","""random""","0.2","0.05","58","100","90","10"
"13","100","""random""","0.2","0.05","43","98","89","9"
"13","100","""random""","0.2","0.05","44","98","89","9"
"15","100","""random""","0.2","0.05","9","54","50","4"
"13","100","""random""","0.2","0.05","45","99","89","10"
"15","100","""random""","0.2","0.05","10","62","57","5"
"13","100","""random""","0.2","0.05","46","99","89","10"
"15","100","""random""","0.2","0.05","11","66","61","5"
"13","100","""random""","0.2","0.05","47","99","89","10"
"13","100","""random""","0.2","0.05","48","99","89","10"
"15","100","""random""","0.2","0.05","12","70","63","7"
"13","100","""random""","0.2","0.05","49","99","89","10"
"15","100","""random""","0.2","0.05","13","71","64","7"
"13","100","""random""","0.2","0.05","50","99","89","10"
"13","100","""random""","0.2","0.05","51","99","89","10"
"15","100","""random""","0.2","0.05","14","73","66","7"
"13","100","""random""","0.2","0.05","52","99","89","10"
